Employee_ID,Global_UID,Employment_Status,First_Name,Middle_Name,Last_Name,Maiden_Name,SSN_National_ID,Passport_Number,Driver_License_Number,Date_of_Birth,Place_of_Birth,Gender,Marital_Status,Nationality,Personal_Email,Work_Email,Home_Phone,Mobile_Phone,Street_Address,City,State_Province,Zip_Postal_Code,Country,Job_Title,Department,Manager_Name,Hire_Date,Annual_Salary,Bonus_Target_Percent,Direct_Deposit_Routing,Direct_Deposit_Account,Emergency_Contact,Emergency_Phone,Insurance_Policy_ID,DLP_Sensitivity_Label
EMP-11040,66c8a447-7121-47c7-8cdb-60070fd3c8b7,Terminated,Matthew,Alexis,Clark,,ZZ215375T,CH2410807,V5425448,2001-08-10,Rogersbury,Male,Single,United States,paulinegriffiths@gmail.com,matthew.clark@corp-internal.com,(480)602-0809,001-205-413-4999x030,"Flat 9
Page Terrace",Port Michellemouth,WA,89363,USA,Police officer,HR,Gordon Moore-Hale,2022-03-12,"$157,760",12%,031636100,YHWS51914368356591,Justin Farrell,795.759.5392x8263,GRP-962480,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11041,c1c8da07-c536-4300-8150-268516046181,Terminated,Cassidy,Aaron,Hall,,ZZ 596374 T,TG3960152,K1957622,1973-08-05,South Leslieton,Female,Widowed,United States,cordovawesley@yahoo.com,cassidy.hall@corp-internal.com,001-265-932-7092x6335,799.926.0357,"Flat 82B
Victoria Summit",South Samuel,TN,08331,USA,"Psychotherapist, dance movement",Finance,Diana Hunt-Williams,2019-12-24,"$104,670",7%,113746073,ZUDL89303850901582,Miss Hayley Wilson,+44306 999 0782,GRP-804311,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11042,3ede727a-f043-4ae3-b436-68485de2ab0c,On Leave,Kelly,Patrick,Wheeler,,ZZ 927767 T,KW7950943,N7026103,2001-03-06,East Jennifer,Non-Binary,Single,United States,smiles@gmail.com,kelly.wheeler@corp-internal.com,(768)685-3982,+44(0)113 4960455,"Flat 35
Wilson Court",Port Nicole,LA,86813,USA,"Buyer, retail",Legal,Victor May,2021-06-24,"$122,795",13%,022595904,CDXD18207920744631,Mark Hayward,+44(0)114 496 0147,GRP-136063,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11043,9a219c36-8288-498d-9e8a-c90010dda494,Terminated,Thomas,Jared,Rocha,,282-05-2621,BD1824437,R8369288,1980-03-06,South Charles,Male,Widowed,United Kingdom,martinsharon@gmail.com,thomas.rocha@corp-internal.com,+1-304-399-9855x93592,773-457-4662x5722,09225 Kyle Junctions,West Harrystad,MH,25199,USA,"Psychologist, educational",Sales,Mitchell Hudson,2019-03-13,"$143,989",13%,115116546,JZOE95141923267809,Justin Davis,225-758-9060x453,GRP-344375,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11044,b0b1354e-5795-4462-ae83-bb8941a1250a,Terminated,Teresa,Julie,Mann,,ZZ526992T,GC7373799,I0363834,1994-08-08,East Brittanychester,Female,Widowed,United States,leon01@yahoo.com,teresa.mann@corp-internal.com,+44(0)808 157 0044,660.363.2264x7355,"Flat 18b
Ali Lakes",Lake Nathanchester,PR,26487,USA,Industrial/product designer,Finance,Louis Harper,2025-07-28,"$92,177",6%,058774281,ANKB92858237521669,Dr Max Harris,460-341-7071x875,GRP-279536,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11045,92027b39-54f9-4b90-bb94-d08e97f93640,On Leave,Heather,Georgina,Lees,,564-47-5320,WX6353209,U6464339,1995-01-06,Danielborough,Female,Single,United Kingdom,deborah17@hotmail.co.uk,heather.lees@corp-internal.com,01632 960 003,(460)414-5930x638,"Flat 09
Shannon Crest",Charlenemouth,LA,57771,USA,Trading standards officer,Legal,Anthony Shaw,2023-01-31,"$47,555",14%,047112663,QSQF96859520637665,Bradley Cain,675.443.8322x028,GRP-693883,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11046,96d1f1ac-70cd-47f7-b3e9-fff7c3e48d7b,Active,Vicki,Heather,Lawson,,ZZ 080953 T,BQ5123453,E2703935,1967-11-15,East Catherinefurt,Male,Widowed,United States,guzmanmelissa@gmail.com,vicki.lawson@corp-internal.com,(0161) 496 0027,+1-964-333-5498,"Studio 33l
Brown Mountains",Ronaldshire,DE,01483,USA,Administrator,Legal,Charles Gray,2016-04-10,"$108,270",7%,022653066,BHQE50510395024608,Danny Simpson-Stewart,(0161)4960237,GRP-542930,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11047,731354cc-eb3f-42d6-b0b5-908f0429c615,On Leave,Claire,Vincent,Moore,,537-26-7089,TQ3076142,U4241157,1989-10-17,Hughesview,Male,Divorced,United States,hbarrett@yahoo.com,claire.moore@corp-internal.com,7252047076,+44(0)808 157 0067,5763 Holt Mission,Chavezstad,DC,44194,USA,"Engineer, biomedical",Sales,Chloe Dunn,2024-04-19,"$78,170",13%,068065333,IYZQ63218481326572,Mary Caldwell,(681)967-0086x861,GRP-190721,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11048,5a01d8c7-a773-48f8-8f7a-34dc8e823bd0,Active,Brenda,Gavin,Hardy,,ZZ 80 92 20 T,QY0326731,Q8999828,1991-05-19,Port Rickyfort,Non-Binary,Single,United States,shirley45@hotmail.co.uk,brenda.hardy@corp-internal.com,845.975.9593x557,+44114 4960621,33261 Hansen Shoal Apt. 399,South Ashley,TN,21796,USA,Communications engineer,Legal,Hannah O'Neill,2018-03-23,"$61,556",7%,075999874,LKHD03865387135600,Patricia Smith,+44121 4960819,GRP-442480,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11049,b6b0f6ad-4201-413b-b5c8-8c1b13c7a76b,On Leave,Sally,Samantha,Anderson,,ZZ 816331 T,PE6486621,C5336328,1962-05-23,West Jesse,Female,Divorced,United States,graeme04@yahoo.co.uk,sally.anderson@corp-internal.com,01214960747,+44(0)191 496 0218,241 Patton Gardens Apt. 705,Aliciaburgh,NY,16970,USA,Agricultural engineer,Legal,Patrick Ramos,2021-09-12,"$106,863",11%,128261776,EHWB15979815861305,Aimee Miles,+1-253-979-7297x64156,GRP-398332,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11050,a3326f1d-7fea-43e0-a5fc-a42043a95e5f,On Leave,Maria,Robert,Cooper,,229-50-8831,OC5171353,H9663850,1978-09-26,Port Brett,Non-Binary,Divorced,United States,qarcher@yahoo.com,maria.cooper@corp-internal.com,+44121 496 0287,001-721-900-9599,21806 Lewis Greens Suite 043,Reneestad,IN,22054,USA,Passenger transport manager,Sales,Katie Pritchard,2020-06-27,"$129,481",20%,095613088,ZDPG19511131350324,Diane Ward,235.973.1241,GRP-605297,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11051,ee0a6798-0c14-4a45-a57b-5fa5e7e7be3c,Terminated,Kenneth,Frank,Ellis,,667-06-3987,DK0200645,S9978961,1967-03-19,Nguyenmouth,Female,Single,United States,leonmoore@hotmail.com,kenneth.ellis@corp-internal.com,524.239.7103x0570,001-395-428-3778,"Flat 78
Cunningham Ridge",West Andrew,NM,93842,USA,Commercial horticulturist,Legal,Jill Jones,2023-10-05,"$99,491",6%,045493685,OQWP78264631397745,Kimberley Turner,+44(0)8081570641,GRP-452778,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11052,2f7f95d1-5cf7-400d-b908-ffe7c32a1888,On Leave,Hazel,Denise,Bird,,ZZ 19 05 69 T,JM7499680,J8407408,1975-05-01,Bruceburgh,Non-Binary,Divorced,United States,ukirk@gmail.com,hazel.bird@corp-internal.com,+441184960428,+44113 4960420,"Studio 93v
Mills Summit",South Sarah,PA,22151,USA,Applications developer,HR,Abigail Elliott,2024-02-24,"$49,561",11%,040353267,EWSC13679767936502,Wayne White,+44116 496 0259,GRP-408678,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11053,a23aa05f-68ba-4ecb-98da-ac760c235f86,Active,Brian,Ryan,Wilson,,217-18-3933,TO8289864,W3099610,2000-10-15,Lynnville,Non-Binary,Married,United States,mullinsnicholas@yahoo.com,brian.wilson@corp-internal.com,581-214-6309,(986)536-6495x86305,25388 Morgan Crescent,Cookland,MN,18660,USA,Oceanographer,HR,Mr Arthur Whittaker,2023-07-06,"$104,900",19%,030606186,CYEK02687042554745,Catherine Walters,+44(0)1134960902,GRP-698022,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11054,2ba42960-a179-4466-89ea-817c78973201,On Leave,Douglas,Leslie,Clark,,ZZ 289924 T,LI0896473,J9691948,1993-09-29,New Lauren,Prefer not to say,Married,United States,cynthiaking@gmail.com,douglas.clark@corp-internal.com,001-693-215-4004,001-235-354-1457x77594,68391 Jackson Ports,Pearsonton,NV,09976,USA,Museum education officer,Legal,Shirley Smith-Turner,2023-05-07,"$87,584",14%,066735238,ONHT46486646091829,Mr James Chambers,001-578-783-6340,GRP-428543,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11055,a9c7dbd4-9417-475e-8578-4085262a8039,On Leave,Cynthia,June,Stephenson,,486-38-3588,KB8568944,V3456674,1971-12-25,East Kathleenshire,Prefer not to say,Widowed,United Kingdom,cheryl42@yahoo.com,cynthia.stephenson@corp-internal.com,001-840-582-9290x03493,+44(0)9098790640,"Studio 2
Wood Skyway",Port Noahfurt,MS,45202,USA,"Scientist, audiological",Legal,Sharon Clarke,2023-11-08,"$178,976",12%,096849453,QASS31500278673243,Carly Clarke-Byrne,01144960055,GRP-216755,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11056,862a2a21-df75-48e1-9010-be5b24df3855,On Leave,Gerald,Michael,Lam,,ZZ567874T,WQ1936272,X2112981,1965-06-10,North Christopher,Female,Divorced,United Kingdom,andrew15@hotmail.com,gerald.lam@corp-internal.com,+44141 496 0307,821-492-2183x7763,"Studio 8
Stephenson Knoll",Port Samantha,WA,56082,USA,Research scientist (medical),Legal,Aaron Davies-Vincent,2020-05-30,"$48,629",10%,114392536,CUDO93715935127218,Jacob Graham-Lee,+1-704-512-8540x5033,GRP-483400,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11057,9690a2b3-faff-4c40-85f5-ea2b4f8fbf95,Active,Garry,Monique,Wilson,,765-45-6873,RJ7258402,X0908840,1963-05-08,North Stacyshire,Male,Married,United States,bakerrussell@outlook.com,garry.wilson@corp-internal.com,01314960261,+44114 496 0948,"Flat 68H
Flynn Mountain",Abigailmouth,VT,08177,USA,Photographer,Legal,Bryan Burch,2023-11-16,"$90,570",18%,023394285,ZNBB01860496001004,Mary Cain,+44151 496 0425,GRP-741856,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11058,26379275-1478-412d-99f4-13d10999a4e8,Terminated,Jeffrey,Roy,Francis,,ZZ686085T,HX5313333,S0447452,1988-09-17,West Bethan,Female,Divorced,United States,wjames@hotmail.co.uk,jeffrey.francis@corp-internal.com,536-551-8139,337-771-6460,6876 Gray Crescent Suite 598,Jonesland,AS,24067,USA,Television camera operator,HR,Andrew Strickland Jr.,2018-11-01,"$144,838",20%,104923229,XHRA95432808157614,Ryan Fernandez,+44(0)115 4960112,GRP-507368,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11059,fb00df5c-ca74-4f67-8432-d6b48dcae3f7,Active,Leonard,Paul,Booth,,750-20-8441,PZ7094318,J6870910,1987-03-04,East Annette,Non-Binary,Single,United States,nwalker@hotmail.com,leonard.booth@corp-internal.com,619-479-5094,(0909)8790798,6039 Phillips Shoal Suite 324,West Taylorfort,SD,25482,USA,Tree surgeon,Finance,Melinda Smith DDS,2025-01-22,"$115,764",10%,119764033,OLXI98359902753914,Steven Michael,0117 496 0854,GRP-996933,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11060,cef33c5c-9b34-462f-aea8-d8257362f552,Terminated,Joshua,Shannon,Stone,,076-23-7959,SN5841901,M6624287,1993-08-27,Stevenbury,Male,Widowed,United States,sharon80@yahoo.com,joshua.stone@corp-internal.com,230.350.4255x449,(01632) 960 191,703 Johnston Land,South Seanton,CA,51932,USA,Chief of Staff,HR,Marian Harrison,2020-02-08,"$129,888",8%,014688450,RRTI63542639007034,Bernard Shaw,+44118 496 0960,GRP-761247,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11061,e74655bc-a5a1-4f69-80b4-de9c36a3f1d0,Terminated,Stanley,Sandra,Harris,,ZZ 26 55 45 T,KC9926377,R1422194,1992-06-08,South Stanleyborough,Non-Binary,Divorced,United States,jean43@gmail.com,stanley.harris@corp-internal.com,+441514960759,0131 4960642,6127 Monica Isle,Sheliaberg,NJ,64355,USA,"Accountant, chartered management",HR,Tina Dalton,2025-07-17,"$122,460",17%,082582892,OWYR18018808783589,Dr Alexandra Burns,(0909) 8790601,GRP-710765,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11062,758e9a6e-9f90-4a41-b0df-6d10ab2c81dd,Active,Michael,Sheila,Martin,,231-88-8610,ZZ2935992,K1630133,1983-03-06,Lake Felicialand,Non-Binary,Single,United States,lewisburns@hotmail.co.uk,michael.martin@corp-internal.com,(0114)4960946,0118 496 0317,321 Webster Wells,New Joan,KY,05916,USA,Rural practice surveyor,HR,Kevin Stone,2024-03-27,"$102,164",14%,055303273,UJLX90373987954088,Ms Deborah Murray,(998)362-1144,GRP-788086,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11063,d66df2aa-dbe2-4143-8a37-a6135e4b1344,Active,Christine,Justin,Austin,,637-61-2699,DU9176774,H2973164,1980-10-20,Kennethchester,Male,Married,United Kingdom,kcallahan@gmail.com,christine.austin@corp-internal.com,(0909) 8790244,816-898-6035x472,8548 Antonio Circles Apt. 692,West Carolineland,IA,62667,USA,Commercial horticulturist,Legal,Mrs Sian Sharp,2018-09-22,"$94,997",13%,010051515,JICA20628961713757,Connor Brown,+1-364-524-8337x990,GRP-931067,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11064,36e441a2-cc63-4bca-a72a-3b5d7bd87cdb,On Leave,Frances,Charlie,Smith,,ZZ389620T,MD3711601,H4923012,1984-12-09,Lake Moniquemouth,Male,Single,United States,gregorycartwright@outlook.com,frances.smith@corp-internal.com,(028) 9018 0591,0191 4960260,"Studio 66k
Norton Ferry",Annside,ME,55393,USA,Hydrographic surveyor,Sales,Ms Tina Bailey,2017-07-26,"$101,526",8%,043441707,DPKV82325397949097,Daniel Mays,(675)705-3270x604,GRP-108338,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11065,10c7462a-04de-4843-a0dd-6f1442ebe7c1,Active,Colin,Matthew,James,,ZZ348615T,YU4461218,R7071024,2001-01-14,Charlesborough,Non-Binary,Divorced,United Kingdom,iknox@gmail.com,colin.james@corp-internal.com,856.308.5165x0818,02074960850,"Studio 44
Hugh Extension",West Colleentown,PW,11043,USA,Air broker,Engineering,Amanda Gill,2020-02-01,"$150,931",5%,092533831,UNPC94256387828832,Mrs Frances Fisher,(0808) 157 0867,GRP-454872,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11066,6745c706-20d9-4191-a30f-e0428b5572e2,Active,Eric,Duncan,Garcia,,630-15-2306,IR1613854,Z7447043,1972-08-04,New Amy,Female,Divorced,United States,ann42@yahoo.co.uk,eric.garcia@corp-internal.com,028 9018 0957,001-961-870-0453,"Flat 62
Allen Viaduct",Marcusfort,VT,28470,USA,Soil scientist,Finance,Miss Tracy Wyatt,2025-03-11,"$97,104",18%,084154972,OYOL00678137767868,Frederick Hammond,(01632) 960 802,GRP-225515,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11067,a5025c65-7c14-45ee-b90a-b339054a66f7,On Leave,James,Kimberly,Nash,,ZZ 78 78 91 T,PS0526527,A1610176,1994-02-09,Iainfort,Non-Binary,Single,United States,qmartin@gmail.com,james.nash@corp-internal.com,(915)543-4315,+1-247-282-4407x84644,"Flat 00a
Terry Unions",Bryanborough,OK,46793,USA,Production engineer,Sales,Miranda Diaz,2017-08-12,"$99,790",10%,014736108,WIPA92128610434384,Lucy Smith-Hill,+44(0)1184960037,GRP-940758,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11068,571cc521-2e8d-428b-b1ee-755c8ec1de0f,Terminated,Jessica,Deborah,James,,ZZ924210T,YE6264389,N4151904,1965-06-03,Lake Maria,Female,Widowed,United Kingdom,williamjohnson@yahoo.com,jessica.james@corp-internal.com,482.221.6706,+44(0)909 879 0613,00462 Nguyen Street,Kyleland,AS,06310,USA,"Surveyor, minerals",Finance,Robert Mcdonald,2016-05-14,"$127,644",16%,035205126,OXOX97956398211616,Karen Robinson-Shepherd,(423)405-9732x46505,GRP-153932,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11069,452f668d-e2cf-4d17-8120-97d176d90e7c,Terminated,Jeffrey,Patricia,Rogers,,ZZ 84 99 40 T,UM2940906,P1908937,1967-06-22,Vickietown,Non-Binary,Widowed,United States,kbrown@gmail.com,jeffrey.rogers@corp-internal.com,815.687.2723,+44151 496 0479,7069 James Crescent Suite 172,Williamsfort,NJ,36925,USA,Hospital pharmacist,Engineering,Tina Brown,2017-03-28,"$153,172",17%,104663521,BOPQ70304598489043,Christian Wong-Green,+1-461-217-2621x58387,GRP-681871,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11070,6e31860a-a2f4-4790-a885-bb5cbed4bf41,Active,Angela,Jeff,Bennett,,ZZ 367324 T,FA8743072,K5287659,1985-09-07,Joeberg,Prefer not to say,Married,United States,alisonmerritt@gmail.com,angela.bennett@corp-internal.com,+44113 4960758,+44113 4960432,9 Bruce Squares,Lake Geraldinefurt,MI,82862,USA,Chiropodist,Sales,Brianna Morales,2021-12-07,"$166,752",11%,039783518,EAES22393365715789,Anne Naylor,4308005072,GRP-506979,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11071,42dc68f3-b06e-4e71-8a72-baaae6f937fe,Active,Kimberly,Laura,Griffith,,882-08-8110,MH1891546,N5419173,1982-06-05,New Christina,Female,Single,United States,michaelpena@gmail.com,kimberly.griffith@corp-internal.com,+449098790812,+441154960377,64 Kerry Road,Reynoldsborough,IA,34188,USA,Financial adviser,HR,Mr Douglas Sullivan,2021-07-27,"$101,953",20%,103371063,PDGX79077011787817,Ebony Stewart,(0118) 496 0597,GRP-451639,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11072,49c3a693-2f40-4794-8edb-76fcce889710,Active,Dean,Mary,Garza,,618-90-0998,JM1972787,J4733223,2002-11-06,Kayleighhaven,Prefer not to say,Married,United States,patriciaweaver@gmail.com,dean.garza@corp-internal.com,(445)607-6112x682,329.242.4466x2927,229 Bates Flat Apt. 344,Smithburgh,WY,53216,USA,"Librarian, academic",Finance,Paige Cole,2016-12-25,"$62,093",15%,063288953,IMTD13243603547360,Wayne Kelly-Moore,548-799-7067,GRP-530898,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11073,41f9ece5-9fd6-4b65-922c-281f8dc50069,Active,Ashleigh,Jose,Edwards,,361-30-4740,HQ8836107,S1452734,1978-04-26,South Jonathan,Prefer not to say,Widowed,United States,wayne53@hotmail.com,ashleigh.edwards@corp-internal.com,745-839-6981,0808 157 0170,20323 Phillips Fort Apt. 644,Port Ashley,PR,10307,USA,Control and instrumentation engineer,Legal,Peter Roberts,2023-08-27,"$68,640",15%,068581723,PSUM31242428267176,Thomas Wright,453-936-8007x25305,GRP-685963,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11074,a340bff5-47c7-438c-a557-8353a777894b,Terminated,Tracey,Amy,Barrett,,ZZ 65 96 48 T,BD8412757,O5096689,1989-06-20,Monicashire,Male,Divorced,United Kingdom,joshuamitchell@gmail.com,tracey.barrett@corp-internal.com,(265)837-3483x97267,0161 4960468,148 Schmitt Gateway Suite 861,South Kevinborough,CT,06152,USA,Media buyer,Engineering,Phillip Jones,2024-01-16,"$85,325",15%,020530013,FTLX40049635570868,Miguel Scott,(291)300-0846x5803,GRP-903117,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11075,bb5ba783-d238-4856-b6ef-bd7e5f89db1c,Terminated,Manuel,Gordon,Neal,,652-47-7471,IK8342035,W3602047,1968-03-31,North Kimberley,Non-Binary,Single,United Kingdom,tracyhutchinson@outlook.com,manuel.neal@corp-internal.com,(0141) 496 0308,+44(0)28 9018 0671,945 Young Point,West Matthew,MD,52918,USA,Senior tax professional/tax inspector,Engineering,Geraldine Barnett,2018-01-17,"$89,896",14%,033148900,GRSN11115354986374,Lucy Thomas,01174960504,GRP-425439,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11076,012ba6b7-8464-42b1-b88a-3621b5abb5f9,Active,Isaac,Neil,Salas,,ZZ345592T,PB1144106,H8798129,1970-06-20,New Katy,Male,Widowed,United States,rita15@gmail.com,isaac.salas@corp-internal.com,(0131) 496 0624,732.268.9698x899,0272 Ashley Garden,South Rosie,RI,54601,USA,Naval architect,Sales,David Thompson,2022-05-03,"$118,663",13%,125604255,KEJE73149352712529,Marcia Aguirre,+1-584-386-9590,GRP-724794,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11077,e1754d05-34dc-4025-8648-4a9942a1d117,On Leave,Beverley,Craig,Watkins,,ZZ 251444 T,GR9600220,Y6469567,1976-10-13,Tomlinsonside,Non-Binary,Widowed,United Kingdom,jeffrey52@gmail.com,beverley.watkins@corp-internal.com,(028) 9018289,7182284087,38251 Lane Mews Suite 225,East Michaelmouth,LA,01907,USA,Occupational hygienist,HR,Kara Barry,2020-09-08,"$149,954",9%,075022275,FPLV80882258154296,Dawn Wilson,(029)2018521,GRP-179203,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11078,4a490f0f-a45a-40fd-9ea5-43c81d1d05de,Terminated,William,Declan,Haynes,,ZZ 448113 T,BM8550807,T0422062,2002-05-27,Mendezfort,Non-Binary,Married,United States,petermitchell@yahoo.co.uk,william.haynes@corp-internal.com,+1-336-833-5423,+1-221-467-7299x75301,558 Thompson Extensions,South Joshuaburgh,AZ,52115,USA,"Producer, television/film/video",Sales,Jennifer Gill,2017-03-29,"$104,983",17%,074341863,AASY03233848690005,Robyn Thomas,001-919-397-7412,GRP-323381,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11079,62739d0e-9ebd-4915-8474-3f739b77037a,On Leave,Ronald,Hannah,Davies,,259-27-2242,BX5508043,E5884692,1975-10-17,Destinyburgh,Prefer not to say,Divorced,United States,paynekelly@hotmail.com,ronald.davies@corp-internal.com,+441632960182,469.841.4821,"Flat 1
Maurice Meadow",Garyton,HI,88427,USA,Television production assistant,Sales,Frank Harding,2021-06-20,"$165,182",15%,066834430,TYQA48698246747835,Marie Riley,583.638.2631x8486,GRP-816121,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11080,a2178638-649d-4162-a1f0-8b363e1909ac,Terminated,Jake,Sandra,Palmer,,639-39-4069,ZP5424661,B9842864,1985-01-09,New Jennifer,Prefer not to say,Married,United Kingdom,jodie28@hotmail.co.uk,jake.palmer@corp-internal.com,(020) 7496 0678,0117 4960306,"Studio 8
Louise Ferry",South Joycebury,IL,42973,USA,Hydrogeologist,Finance,Katie Ahmed,2021-05-17,"$134,693",16%,070593259,RIKS85454842407394,Callum Green,001-857-953-5011x7068,GRP-377394,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11081,10a6de86-f475-43c7-bc05-3dc8cd473091,On Leave,Molly,Kathy,Reyes,,ZZ189522T,MJ1799092,S7575013,1975-12-20,Markport,Female,Divorced,United Kingdom,rdiaz@yahoo.com,molly.reyes@corp-internal.com,488-338-3015x90225,+441514960798,56784 Hanson Neck Suite 471,Port Ronaldton,ID,28287,USA,Management consultant,Sales,Kieran Stephenson,2019-04-22,"$79,694",8%,045055324,LKPZ34797614718804,Grace Smith,+1-361-238-7860x98116,GRP-131898,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11082,a61d6249-525e-4a7e-8f2a-f7d379fcb40c,Active,Thomas,Kerry,Riley,,629-65-2348,TG2795289,P1828863,2002-11-30,Catherineberg,Female,Divorced,United Kingdom,wigginsamy@gmail.com,thomas.riley@corp-internal.com,495.994.9749,001-334-441-1862,77905 Saunders Street,Lake Sara,AK,83676,USA,Risk manager,Sales,Jonathan Barnett,2025-12-05,"$55,040",10%,034295425,OQSQ44788002416726,George Hayes,394.634.8496,GRP-295774,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11083,018e5771-296d-4051-b791-4279d757dfcf,On Leave,Shannon,Neil,Martin,,ZZ 812540 T,HP6553256,E9267351,2000-09-28,Port Catherine,Non-Binary,Widowed,United States,qpaul@hotmail.com,shannon.martin@corp-internal.com,+44(0)1414960076,(01632) 960 740,132 Gallegos Highway,Briantown,OR,08709,USA,Landscape architect,Engineering,Simon Wilkins,2022-05-22,"$101,416",5%,116699884,KFLF04994180577134,Gavin Jones,+44(0)117 4960366,GRP-379781,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11084,37a84709-ab7c-480c-9749-cd67581424ec,Terminated,Debra,John,Davis,,ZZ703087T,PU5334988,W9926461,2001-12-18,Gavinfurt,Male,Widowed,United Kingdom,coconnor@hotmail.com,debra.davis@corp-internal.com,+44117 496 0304,237.892.3991x3574,829 Robin Trace Apt. 717,Port John,NJ,70349,USA,Fish farm manager,HR,Owen Williams,2016-11-09,"$145,933",8%,071514389,APVV36678318002222,Lucy Ryan,+1-237-762-9327x489,GRP-772403,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11085,af6fcae1-8248-4df2-809a-523429bc20bb,Active,Jacob,Elliott,Scott,,ZZ025268T,IV6401417,W6946131,1970-03-29,Lake Hollyburgh,Male,Widowed,United States,eileenfry@hotmail.co.uk,jacob.scott@corp-internal.com,6933318918,395-223-3855x8613,01800 Jennifer Station Apt. 387,Lake Jemma,KS,67765,USA,Logistics and distribution manager,Legal,Julian Webb,2024-10-03,"$168,091",10%,055937005,PFKL24337482160672,Dylan Edwards,(657)633-6526x7777,GRP-450421,CONFIDENTIAL - INTERNAL USE ONLY
